round,model,r2_score,weight
9,gb-tuned-xl,-0.09565295965439335,0.06052056066154327
9,xgb-xl,-0.2015284176954168,0.020993829737751685
9,xgb-l,-0.2015284176954168,0.020993829737751685
9,svr-rbf-xl,0.022711662464605632,0.19767600936684432
9,svr-poly-l,0.022711662464605632,0.19767600936684432
9,knn-tuned-sqrt,-0.11141730671414914,0.05169389463373453
9,knn-tuned-l,-0.11141730671414914,0.05169389463373453
9,ridge,-0.03650952725958327,0.10933509986592424
9,rf-tuned-l,-0.02886604934018875,0.11801978218965414
9,rf-tuned-xl,-0.03476243851412262,0.11126206497174597
9,gb-tuned-l,-0.09629203017504721,0.0601350248344714
9,gb-tuned-xl,-0.09565295965439335,0.06052056066154327
9,xgb-xl,-0.2015284176954168,0.020993829737751685
9,xgb-l,-0.2015284176954168,0.020993829737751685
9,svr-rbf-xl,0.022711662464605632,0.19767600936684432
9,svr-poly-l,0.022711662464605632,0.19767600936684432
9,knn-tuned-sqrt,-0.11141730671414914,0.05169389463373453
9,knn-tuned-l,-0.11141730671414914,0.05169389463373453
9,ridge,-0.03650952725958327,0.10933509986592424
10,rf-tuned-l,-0.019470630041980373,0.10172433760959815
10,rf-tuned-xl,-0.01330778071458183,0.108190663732732
10,gb-tuned-l,-0.0422655076484507,0.08098936147425319
10,gb-tuned-xl,-0.0422655076484507,0.08098936147425319
10,xgb-xl,-0.14729264298261224,0.028333545410791677
10,xgb-l,-0.14729264298261224,0.028333545410791677
10,svr-rbf-xl,0.04423323448036089,0.19234780689788997
10,svr-poly-l,0.04423323448036089,0.19234780689788997
10,knn-tuned-sqrt,-0.0934113443071037,0.04856287934784753
10,knn-tuned-l,-0.0934113443071037,0.04856287934784753
10,ridge,-0.03214187834204392,0.08961781239610504
10,rf-tuned-l,-0.019470630041980373,0.10172433760959815
10,rf-tuned-xl,-0.01330778071458183,0.108190663732732
10,gb-tuned-l,-0.0422655076484507,0.08098936147425319
10,gb-tuned-xl,-0.0422655076484507,0.08098936147425319
10,xgb-xl,-0.14729264298261224,0.028333545410791677
10,xgb-l,-0.14729264298261224,0.028333545410791677
10,svr-rbf-xl,0.04423323448036089,0.19234780689788997
10,svr-poly-l,0.04423323448036089,0.19234780689788997
10,knn-tuned-sqrt,-0.0934113443071037,0.04856287934784753
10,knn-tuned-l,-0.0934113443071037,0.04856287934784753
10,ridge,-0.03214187834204392,0.08961781239610504
10,rf-tuned-l,-0.019470630041980373,0.10172433760959815
10,rf-tuned-xl,-0.01330778071458183,0.108190663732732
10,gb-tuned-l,-0.0422655076484507,0.08098936147425319
10,gb-tuned-xl,-0.0422655076484507,0.08098936147425319
10,xgb-xl,-0.14729264298261224,0.028333545410791677
10,xgb-l,-0.14729264298261224,0.028333545410791677
10,svr-rbf-xl,0.04423323448036089,0.19234780689788997
10,svr-poly-l,0.04423323448036089,0.19234780689788997
10,knn-tuned-sqrt,-0.0934113443071037,0.04856287934784753
10,knn-tuned-l,-0.0934113443071037,0.04856287934784753
10,ridge,-0.03214187834204392,0.08961781239610504
11,rf-tuned-l,0.03968913856742797,0.11561311675111996
11,rf-tuned-xl,0.036136989062491055,0.11157844894164774
11,gb-tuned-l,0.02582533608477664,0.10064619948692057
11,gb-tuned-xl,0.025825336084776683,0.10064619948692059
11,xgb-xl,-0.07498689193596464,0.03672615279427556
11,xgb-l,-0.07498689193596464,0.03672615279427556
11,svr-rbf-xl,0.07231667488392501,0.16021630038420606
11,svr-poly-l,0.07231667488392501,0.16021630038420606
11,knn-tuned-sqrt,-0.025836431327648436,0.06003896196483998
11,knn-tuned-l,-0.025836431327648436,0.06003896196483998
11,ridge,-0.03006482056991109,0.0575532050467481
11,rf-tuned-l,0.03968913856742797,0.11561311675111996
11,rf-tuned-xl,0.036136989062491055,0.11157844894164774
11,gb-tuned-l,0.02582533608477664,0.10064619948692057
11,gb-tuned-xl,0.025825336084776683,0.10064619948692059
11,xgb-xl,-0.07498689193596464,0.03672615279427556
11,xgb-l,-0.07498689193596464,0.03672615279427556
11,svr-rbf-xl,0.07231667488392501,0.16021630038420606
11,svr-poly-l,0.07231667488392501,0.16021630038420606
11,knn-tuned-sqrt,-0.025836431327648436,0.06003896196483998
11,knn-tuned-l,-0.025836431327648436,0.06003896196483998
11,ridge,-0.03006482056991109,0.0575532050467481
11,rf-tuned-l,0.03968913856742797,0.11561311675111996
11,rf-tuned-xl,0.036136989062491055,0.11157844894164774
11,gb-tuned-l,0.02582533608477664,0.10064619948692057
11,gb-tuned-xl,0.025825336084776683,0.10064619948692059
11,xgb-xl,-0.07498689193596464,0.03672615279427556
11,xgb-l,-0.07498689193596464,0.03672615279427556
11,svr-rbf-xl,0.07231667488392501,0.16021630038420606
11,svr-poly-l,0.07231667488392501,0.16021630038420606
11,knn-tuned-sqrt,-0.025836431327648436,0.06003896196483998
11,knn-tuned-l,-0.025836431327648436,0.06003896196483998
11,ridge,-0.03006482056991109,0.0575532050467481
12,rf-tuned-l,0.04696919062492018,0.13135176186787773
12,rf-tuned-xl,0.041528930786264094,0.12439678441170032
12,gb-tuned-l,0.010598351078945422,0.09130180287474206
12,gb-tuned-xl,0.010598351078945379,0.091301802874742
12,xgb-xl,-0.12772479356648048,0.022895470303707942
12,xgb-l,-0.12772479356648048,0.022895470303707942
12,mlp-l,-0.27765503393442315,0.0051122349882362535
12,svr-rbf-xl,0.06567018809814687,0.158362847666422
12,svr-poly-l,0.06567018809814687,0.158362847666422
12,knn-tuned-sqrt,-0.02348789780545857,0.06492988823951729
12,knn-tuned-l,-0.02348789780545857,0.06492988823951729
12,ridge,-0.0246819519893823,0.06415920056340718
12,rf-tuned-l,0.04696919062492018,0.13135176186787773
12,rf-tuned-xl,0.041528930786264094,0.12439678441170032
12,gb-tuned-l,0.010598351078945422,0.09130180287474206
12,gb-tuned-xl,0.010598351078945379,0.091301802874742
12,xgb-xl,-0.12772479356648048,0.022895470303707942
12,xgb-l,-0.12772479356648048,0.022895470303707942
12,mlp-l,-0.27765503393442315,0.0051122349882362535
12,svr-rbf-xl,0.06567018809814687,0.158362847666422
12,svr-poly-l,0.06567018809814687,0.158362847666422
12,knn-tuned-sqrt,-0.02348789780545857,0.06492988823951729
12,knn-tuned-l,-0.02348789780545857,0.06492988823951729
12,ridge,-0.0246819519893823,0.06415920056340718
12,rf-tuned-l,0.04696919062492018,0.13135176186787773
12,rf-tuned-xl,0.041528930786264094,0.12439678441170032
12,gb-tuned-l,0.010598351078945422,0.09130180287474206
12,gb-tuned-xl,0.010598351078945379,0.091301802874742
12,xgb-xl,-0.12772479356648048,0.022895470303707942
12,xgb-l,-0.12772479356648048,0.022895470303707942
12,mlp-l,-0.27765503393442315,0.0051122349882362535
12,svr-rbf-xl,0.06567018809814687,0.158362847666422
12,svr-poly-l,0.06567018809814687,0.158362847666422
12,knn-tuned-sqrt,-0.02348789780545857,0.06492988823951729
12,knn-tuned-l,-0.02348789780545857,0.06492988823951729
12,ridge,-0.0246819519893823,0.06415920056340718
13,rf-tuned-l,0.042753146474482494,0.10503480377559263
13,rf-tuned-xl,0.053809788134256076,0.11731447814190087
13,gb-tuned-l,0.08357273959106457,0.15798304085899995
13,gb-tuned-xl,0.08357273959106441,0.1579830408589997
13,xgb-xl,-0.15469475356267418,0.014582362629815299
13,xgb-l,-0.15469475356267418,0.014582362629815299
13,mlp-adaptive-xl,-0.2709652110542354,0.004559022262774072
13,mlp-l,-0.267841286042773,0.004703690599852215
13,svr-rbf-xl,0.07336386050890105,0.14265068792406888
13,svr-poly-l,0.07336386050890105,0.14265068792406888
13,knn-tuned-sqrt,-0.05866595865899234,0.03809567308764514
13,knn-tuned-l,-0.05866595865899234,0.03809567308764514
13,ridge,-0.010343191429341347,0.06176447621882184
13,rf-tuned-l,0.042753146474482494,0.10503480377559263
13,rf-tuned-xl,0.053809788134256076,0.11731447814190087
13,gb-tuned-l,0.08357273959106457,0.15798304085899995
13,gb-tuned-xl,0.08357273959106441,0.1579830408589997
13,xgb-xl,-0.15469475356267418,0.014582362629815299
13,xgb-l,-0.15469475356267418,0.014582362629815299
13,mlp-adaptive-xl,-0.2709652110542354,0.004559022262774072
13,mlp-l,-0.267841286042773,0.004703690599852215
13,svr-rbf-xl,0.07336386050890105,0.14265068792406888
13,svr-poly-l,0.07336386050890105,0.14265068792406888
13,knn-tuned-sqrt,-0.05866595865899234,0.03809567308764514
13,knn-tuned-l,-0.05866595865899234,0.03809567308764514
13,ridge,-0.010343191429341347,0.06176447621882184
13,rf-tuned-l,0.042753146474482494,0.10503480377559263
13,rf-tuned-xl,0.053809788134256076,0.11731447814190087
13,gb-tuned-l,0.08357273959106457,0.15798304085899995
13,gb-tuned-xl,0.08357273959106441,0.1579830408589997
13,xgb-xl,-0.15469475356267418,0.014582362629815299
13,xgb-l,-0.15469475356267418,0.014582362629815299
13,mlp-adaptive-xl,-0.2709652110542354,0.004559022262774072
13,mlp-l,-0.267841286042773,0.004703690599852215
13,svr-rbf-xl,0.07336386050890105,0.14265068792406888
13,svr-poly-l,0.07336386050890105,0.14265068792406888
13,knn-tuned-sqrt,-0.05866595865899234,0.03809567308764514
13,knn-tuned-l,-0.05866595865899234,0.03809567308764514
13,ridge,-0.010343191429341347,0.06176447621882184
14,rf-tuned-l,0.11115170912854604,0.12607489801981106
14,rf-tuned-xl,0.11985282974216585,0.13753622888670972
14,gb-tuned-l,0.10724479250499293,0.12124423627868493
14,gb-tuned-xl,0.10748477012497035,0.12153554470898324
14,xgb-xl,-0.027932917986616745,0.03137558014397859
14,xgb-l,-0.027932917986616745,0.03137558014397859
14,svr-rbf-xl,0.13026484781584874,0.15262860405596881
14,svr-poly-l,0.13026484781584874,0.15262860405596881
14,knn-tuned-sqrt,0.006468753674444039,0.04425846287306122
14,knn-tuned-l,0.006468753674444039,0.04425846287306122
14,ridge,-0.011217890623928617,0.03708379795979378
14,rf-tuned-l,0.11115170912854604,0.12607489801981106
14,rf-tuned-xl,0.11985282974216585,0.13753622888670972
14,gb-tuned-l,0.10724479250499293,0.12124423627868493
14,gb-tuned-xl,0.10748477012497035,0.12153554470898324
14,xgb-xl,-0.027932917986616745,0.03137558014397859
14,xgb-l,-0.027932917986616745,0.03137558014397859
14,svr-rbf-xl,0.13026484781584874,0.15262860405596881
14,svr-poly-l,0.13026484781584874,0.15262860405596881
14,knn-tuned-sqrt,0.006468753674444039,0.04425846287306122
14,knn-tuned-l,0.006468753674444039,0.04425846287306122
14,ridge,-0.011217890623928617,0.03708379795979378
14,rf-tuned-l,0.11115170912854604,0.12607489801981106
14,rf-tuned-xl,0.11985282974216585,0.13753622888670972
14,gb-tuned-l,0.10724479250499293,0.12124423627868493
14,gb-tuned-xl,0.10748477012497035,0.12153554470898324
14,xgb-xl,-0.027932917986616745,0.03137558014397859
14,xgb-l,-0.027932917986616745,0.03137558014397859
14,svr-rbf-xl,0.13026484781584874,0.15262860405596881
14,svr-poly-l,0.13026484781584874,0.15262860405596881
14,knn-tuned-sqrt,0.006468753674444039,0.04425846287306122
14,knn-tuned-l,0.006468753674444039,0.04425846287306122
14,ridge,-0.011217890623928617,0.03708379795979378
15,rf-tuned-l,0.13529872491894315,0.1169669363574934
15,rf-tuned-xl,0.12280665889693976,0.1032311490520477
15,gb-tuned-l,0.14031905252813018,0.12298895759807883
15,gb-tuned-xl,0.1404608168626767,0.1231634357200368
15,xgb-xl,0.014534482388565428,0.03496154958508948
15,xgb-l,0.014534482388565428,0.03496154958508948
15,mlp-adaptive-xl,-0.1867848721786745,0.0046695155451709465
15,mlp-l,-0.27478542639204334,0.0019368245197982474
15,svr-rbf-xl,0.1670812979861896,0.16072856817797282
15,svr-poly-l,0.1670812979861896,0.16072856817797282
15,knn-tuned-sqrt,0.05951907122779325,0.054822174853351745
15,knn-tuned-l,0.05951907122779325,0.054822174853351745
15,ridge,-0.01500925382788858,0.02601859597454604
15,rf-tuned-l,0.13529872491894315,0.1169669363574934
15,rf-tuned-xl,0.12280665889693976,0.1032311490520477
15,gb-tuned-l,0.14031905252813018,0.12298895759807883
15,gb-tuned-xl,0.1404608168626767,0.1231634357200368
15,xgb-xl,0.014534482388565428,0.03496154958508948
15,xgb-l,0.014534482388565428,0.03496154958508948
15,mlp-adaptive-xl,-0.1867848721786745,0.0046695155451709465
15,mlp-l,-0.27478542639204334,0.0019368245197982474
15,svr-rbf-xl,0.1670812979861896,0.16072856817797282
15,svr-poly-l,0.1670812979861896,0.16072856817797282
15,knn-tuned-sqrt,0.05951907122779325,0.054822174853351745
15,knn-tuned-l,0.05951907122779325,0.054822174853351745
15,ridge,-0.01500925382788858,0.02601859597454604
15,rf-tuned-l,0.13529872491894315,0.1169669363574934
15,rf-tuned-xl,0.12280665889693976,0.1032311490520477
15,gb-tuned-l,0.14031905252813018,0.12298895759807883
15,gb-tuned-xl,0.1404608168626767,0.1231634357200368
15,xgb-xl,0.014534482388565428,0.03496154958508948
15,xgb-l,0.014534482388565428,0.03496154958508948
15,mlp-adaptive-xl,-0.1867848721786745,0.0046695155451709465
15,mlp-l,-0.27478542639204334,0.0019368245197982474
15,svr-rbf-xl,0.1670812979861896,0.16072856817797282
15,svr-poly-l,0.1670812979861896,0.16072856817797282
15,knn-tuned-sqrt,0.05951907122779325,0.054822174853351745
15,knn-tuned-l,0.05951907122779325,0.054822174853351745
15,ridge,-0.01500925382788858,0.02601859597454604
16,rf-tuned-l,0.11577990216595697,0.11360373202006345
16,rf-tuned-xl,0.13264557694626902,0.13447430041990918
16,gb-tuned-l,0.07368446346994668,0.07457176654849859
16,gb-tuned-xl,0.0736844634699467,0.0745717665484986
16,xgb-xl,-0.023056081330556255,0.02834233216080255
16,xgb-l,-0.023056081330556255,0.02834233216080255
16,mlp-adaptive-xl,-0.1744659058890196,0.006235496939045473
16,mlp-l,-0.16332673322695124,0.006970242416181875
16,svr-rbf-xl,0.1490192521527983,0.15839784237302418
16,svr-poly-l,0.1490192521527983,0.15839784237302418
16,knn-tuned-sqrt,0.09449419936895861,0.0918226803792979
16,knn-tuned-l,0.09449419936895861,0.0918226803792979
16,ridge,-0.009530980103888176,0.03244698528155363
16,rf-tuned-l,0.11577990216595697,0.11360373202006345
16,rf-tuned-xl,0.13264557694626902,0.13447430041990918
16,gb-tuned-l,0.07368446346994668,0.07457176654849859
16,gb-tuned-xl,0.0736844634699467,0.0745717665484986
16,xgb-xl,-0.023056081330556255,0.02834233216080255
16,xgb-l,-0.023056081330556255,0.02834233216080255
16,mlp-adaptive-xl,-0.1744659058890196,0.006235496939045473
16,mlp-l,-0.16332673322695124,0.006970242416181875
16,svr-rbf-xl,0.1490192521527983,0.15839784237302418
16,svr-poly-l,0.1490192521527983,0.15839784237302418
16,knn-tuned-sqrt,0.09449419936895861,0.0918226803792979
16,knn-tuned-l,0.09449419936895861,0.0918226803792979
16,ridge,-0.009530980103888176,0.03244698528155363
16,rf-tuned-l,0.11577990216595697,0.11360373202006345
16,rf-tuned-xl,0.13264557694626902,0.13447430041990918
16,gb-tuned-l,0.07368446346994668,0.07457176654849859
16,gb-tuned-xl,0.0736844634699467,0.0745717665484986
16,xgb-xl,-0.023056081330556255,0.02834233216080255
16,xgb-l,-0.023056081330556255,0.02834233216080255
16,mlp-adaptive-xl,-0.1744659058890196,0.006235496939045473
16,mlp-l,-0.16332673322695124,0.006970242416181875
16,svr-rbf-xl,0.1490192521527983,0.15839784237302418
16,svr-poly-l,0.1490192521527983,0.15839784237302418
16,knn-tuned-sqrt,0.09449419936895861,0.0918226803792979
16,knn-tuned-l,0.09449419936895861,0.0918226803792979
16,ridge,-0.009530980103888176,0.03244698528155363
17,rf-tuned-l,0.14838821208950823,0.11755100376960706
17,rf-tuned-xl,0.1390351695002358,0.10705491082880639
17,gb-tuned-l,0.13167220855420286,0.09945569600105164
17,gb-tuned-xl,0.13167220855420292,0.0994556960010517
17,xgb-xl,0.04151276830577211,0.0403712491209708
17,xgb-l,0.04151276830577211,0.0403712491209708
17,mlp-adaptive-xl,-0.12203670549017806,0.007866577890856506
17,mlp-l,-0.06117583518834091,0.014457767902954171
17,svr-rbf-xl,0.1780902328202194,0.158205136206092
17,svr-poly-l,0.1780902328202194,0.158205136206092
17,knn-tuned-sqrt,0.09276757220118488,0.06740140848832418
17,knn-tuned-l,0.09276757220118488,0.06740140848832418
17,ridge,-0.018277358879657334,0.022202759974898484
17,rf-tuned-l,0.14838821208950823,0.11755100376960706
17,rf-tuned-xl,0.1390351695002358,0.10705491082880639
17,gb-tuned-l,0.13167220855420286,0.09945569600105164
17,gb-tuned-xl,0.13167220855420292,0.0994556960010517
17,xgb-xl,0.04151276830577211,0.0403712491209708
17,xgb-l,0.04151276830577211,0.0403712491209708
17,mlp-adaptive-xl,-0.12203670549017806,0.007866577890856506
17,mlp-l,-0.06117583518834091,0.014457767902954171
17,svr-rbf-xl,0.1780902328202194,0.158205136206092
17,svr-poly-l,0.1780902328202194,0.158205136206092
17,knn-tuned-sqrt,0.09276757220118488,0.06740140848832418
17,knn-tuned-l,0.09276757220118488,0.06740140848832418
17,ridge,-0.018277358879657334,0.022202759974898484
17,rf-tuned-l,0.14838821208950823,0.11755100376960706
17,rf-tuned-xl,0.1390351695002358,0.10705491082880639
17,gb-tuned-l,0.13167220855420286,0.09945569600105164
17,gb-tuned-xl,0.13167220855420292,0.0994556960010517
17,xgb-xl,0.04151276830577211,0.0403712491209708
17,xgb-l,0.04151276830577211,0.0403712491209708
17,mlp-adaptive-xl,-0.12203670549017806,0.007866577890856506
17,mlp-l,-0.06117583518834091,0.014457767902954171
17,svr-rbf-xl,0.1780902328202194,0.158205136206092
17,svr-poly-l,0.1780902328202194,0.158205136206092
17,knn-tuned-sqrt,0.09276757220118488,0.06740140848832418
17,knn-tuned-l,0.09276757220118488,0.06740140848832418
17,ridge,-0.018277358879657334,0.022202759974898484
18,rf-tuned-l,0.12710173087908322,0.12764540877345312
18,rf-tuned-xl,0.12226440515478657,0.12161774868872069
