round,model,r2_score,weight
1,rf-xs,-0.09933873768468,0.14285714285714285
1,rf-s,-0.028859983886706696,0.14285714285714285
1,knn-xs,-0.16608755180193596,0.14285714285714285
1,knn-s,-0.16608755180193596,0.14285714285714285
1,ridge,-0.16111277126163942,0.14285714285714285
1,gb-xs,-0.29568021966238145,0.14285714285714285
1,svr-rbf-s,0.010182179916695034,0.14285714285714285
1,rf-xs,-0.09933873768468,0.14285714285714285
1,rf-s,-0.028859983886706696,0.14285714285714285
1,knn-xs,-0.16608755180193596,0.14285714285714285
1,knn-s,-0.16608755180193596,0.14285714285714285
1,ridge,-0.16111277126163942,0.14285714285714285
1,gb-xs,-0.29568021966238145,0.14285714285714285
1,svr-rbf-s,0.010182179916695034,0.14285714285714285
1,rf-xs,-0.09933873768468,0.14285714285714285
1,rf-s,-0.028859983886706696,0.14285714285714285
1,knn-xs,-0.16608755180193596,0.14285714285714285
1,knn-s,-0.16608755180193596,0.14285714285714285
1,ridge,-0.16111277126163942,0.14285714285714285
1,gb-xs,-0.29568021966238145,0.14285714285714285
1,svr-rbf-s,0.010182179916695034,0.14285714285714285
2,rf-m,0.09111235992953329,0.1
2,rf-l,0.10520279195201052,0.1
2,gb-m,-0.1092037474966054,0.1
2,gb-l,-0.10383047049476637,0.1
2,xgb-m,-0.10687494581712997,0.1
2,knn-m,-0.08298135606214727,0.1
2,knn-tuned,-0.08298135606214727,0.1
2,svr-rbf,0.11380999901799797,0.1
2,svr-poly,0.11380999901799797,0.1
2,ridge,-0.03938073078706783,0.1
2,rf-m,0.09111235992953329,0.1
2,rf-l,0.10520279195201052,0.1
2,gb-m,-0.1092037474966054,0.1
2,gb-l,-0.10383047049476637,0.1
2,xgb-m,-0.10687494581712997,0.1
2,knn-m,-0.08298135606214727,0.1
2,knn-tuned,-0.08298135606214727,0.1
2,svr-rbf,0.11380999901799797,0.1
2,svr-poly,0.11380999901799797,0.1
2,ridge,-0.03938073078706783,0.1
2,rf-m,0.09111235992953329,0.1
2,rf-l,0.10520279195201052,0.1
2,gb-m,-0.1092037474966054,0.1
2,gb-l,-0.10383047049476637,0.1
2,xgb-m,-0.10687494581712997,0.1
2,knn-m,-0.08298135606214727,0.1
2,knn-tuned,-0.08298135606214727,0.1
2,svr-rbf,0.11380999901799797,0.1
2,svr-poly,0.11380999901799797,0.1
2,ridge,-0.03938073078706783,0.1
3,rf-m,0.040470251792858236,0.18535790978566488
3,rf-l,0.03680139570085379,0.1786806336261684
3,gb-m,-0.004180494385304323,0.11860292414311238
3,gb-l,-0.005894377669128081,0.11658752854940409
3,xgb-m,-0.06876282509337557,0.06217530123837794
3,knn-m,-0.09509697709612033,0.04778043827651679
3,knn-tuned,-0.09509697709612033,0.04778043827651679
3,svr-rbf,-0.013583281446997164,0.1079591884677086
